ID,Progress,Duration,Finished,grit_pass1,grit_pass2,grit_pass3,grit_pass4,grit_pers1,grit_pers2,grit_pers3,grit_pers4,selfcont1,selfcont2,selfcont3,selfcont4,curiosity1,curiosity2,curiosity3,curiosity4,mindset1,mindset2,mindset3,mindset4,Happy,Sad,Anxious,Joyful,Angry,Relaxed,LS,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,white,black,asian,hispanic,amindian,pacisl,multirace,female,grade,gpa_mp1,gpa_mp2,gpa_mp3
7934,18,3708,0,5,4,3,1,5,5,3,5,NA,5,4,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,1,12,82.218,73.594,65.3
7935,100,1300,1,2,3,3,2,3,2,4,2,2,2,1,3,2,3,2,3,1,3,5,6,4,2,3,4,2,5,5,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,10,79.666,75.236,84.506
7936,100,991,1,2,5,3,5,3,5,3,3,3,2,4,2,3,4,4,1,1,1,1,1,4,4,3,4,3,4,2,Off,Off,Off,Off,Off,Off,On,Off,0,0,0,1,0,0,0,1,9,86.87,85.802,80.536
7937,100,2277,1,3,5,4,5,4,2,4,5,2,1,3,2,2,5,4,2,1,1,6,6,5,3,4,3,3,3,3,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,11,87.084,79.086,68.356
7938,100,1289,1,5,5,3,4,3,4,4,4,3,3,3,4,1,5,3,3,1,1,6,6,4,1,3,5,2,5,5,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,11,75.46333,76.09,75.78333
7939,100,519,1,5,5,4,5,4,4,3,5,4,4,4,4,5,3,4,4,5,5,5,4,5,2,1,4,3,4,5,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,82.27667,82.64667,87.89
7940,100,723,1,2,4,4,5,4,4,4,5,3,4,4,4,5,4,3,4,5,4,5,4,4,2,1,4,3,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,82.27667,82.64667,87.89
7941,100,1531,1,3,3,2,5,3,4,3,3,2,2,2,4,2,3,3,4,2,2,6,6,4,2,3,3,3,2,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,12,81.45667,79.82333,80.75333
7942,100,877,1,3,3,2,4,2,2,3,2,2,2,2,3,1,2,2,1,3,3,4,4,4,2,2,3,5,4,4,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,9,76.50714,72.91571,70.90714
7943,100,851,1,3,1,4,5,2,3,2,3,3,2,2,4,1,4,2,2,2,3,5,4,4,2,4,4,1,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,90.90333,94.81167,94.93
7944,100,854,1,4,5,3,4,4,4,3,4,3,2,5,4,3,4,3,3,1,2,6,6,3,3,3,3,4,1,4,Off,Off,Off,Off,Off,On,Off,Off,0,1,0,0,0,0,0,1,10,88.20286,87.44714,78.56
7945,84,2161,0,4,5,4,5,4,4,4,4,5,3,4,1,4,4,3,1,NA,NA,NA,NA,4,2,3,3,3,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,88.325,84.93333,83.89833
7946,100,749,1,2,3,3,3,2,3,3,2,1,1,2,1,2,2,3,2,3,4,4,4,4,4,3,3,2,2,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,10,82.745,84.33833,80.14667
7947,100,744,1,5,5,5,5,5,4,3,5,3,1,1,1,1,5,5,5,2,1,6,6,4,4,4,4,2,4,2,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,64.402,65.296,67.082
7948,100,1265,1,5,5,5,5,1,1,4,1,2,2,3,1,1,5,1,5,1,1,6,6,5,1,4,4,4,1,5,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,79.32833,83.22,88.08833
7949,100,965,1,2,5,5,3,3,4,3,5,3,3,4,4,3,3,4,3,5,5,4,5,4,3,4,3,2,2,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,96.505,95.83,91.53667
7950,100,1058,1,1,5,3,5,1,1,1,5,1,1,1,5,1,5,1,5,6,1,1,1,1,1,1,1,1,5,3,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,1,8,83.19,84.008,86.61
7951,84,171715,0,2,3,3,3,3,3,4,3,3,2,3,3,2,3,2,2,NA,NA,NA,NA,3,4,3,3,2,1,2,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,8,82.06167,83.93,81.77167
7952,100,953,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,12,87.20333,86.26333,85.34333
7953,100,856,1,2,5,4,4,2,4,4,4,3,2,4,2,3,4,4,3,4,3,5,3,4,2,2,4,2,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,81.71667,79.1,79.48833
7954,100,1082,1,4,5,5,3,3,3,3,5,2,3,3,5,3,2,2,2,3,3,4,4,4,3,4,3,2,2,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,85.31857,89.98,91.15714
7955,100,753,1,1,5,4,5,3,3,5,3,1,2,4,2,3,4,5,5,1,1,5,6,5,4,5,4,1,4,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,9,86.355,85.85833,88.41
7956,100,936,1,5,5,5,3,5,2,3,5,5,3,3,3,1,5,5,5,3,3,3,3,3,3,1,4,2,5,5,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,75.68,66.01,67.368
7957,100,880,1,4,4,4,4,4,4,4,4,2,3,2,3,1,4,1,4,1,2,5,5,4,4,3,4,4,4,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,10,72.22,66.65667,56.70333
7958,100,774,1,3,4,3,5,2,4,2,2,1,3,3,3,1,3,2,3,2,2,5,5,5,3,4,5,3,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,91.245,82.855,83.73667
7959,100,1888,1,2,5,2,2,4,3,4,5,3,4,2,2,2,2,3,4,2,2,5,4,4,3,4,5,2,2,5,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,8,87.515,91.88333,93.50833
7960,100,794,1,3,4,1,3,3,3,3,4,3,2,4,2,3,4,3,3,2,2,4,5,4,3,3,4,3,4,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,11,88.448,88.116,84.248
7961,81,757,0,1,4,2,4,2,3,4,3,3,2,1,1,1,2,3,4,NA,NA,NA,NA,4,3,5,2,3,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,8,71.8325,64.32,82.5725
7962,100,1200,1,3,5,4,4,1,3,3,4,3,2,4,3,3,3,2,2,2,2,5,5,4,1,3,4,3,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,80.615,81.60667,80.37333
7963,100,1050,1,1,2,4,4,2,1,2,2,2,3,2,4,2,3,2,3,5,4,4,4,2,4,3,3,2,2,2,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,71.165,76.0225,76.335
7964,100,807,1,5,5,4,5,5,4,4,4,3,4,4,4,1,5,4,5,1,1,4,5,5,2,3,5,2,4,5,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,1,10,92.905,89.6425,83.0075
7965,100,402,1,5,5,3,5,5,3,3,5,3,3,5,3,3,5,3,4,5,5,5,5,5,1,5,5,1,5,5,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,12,84.504,83.488,82.922
7966,100,978,1,3,3,2,4,2,1,2,2,3,3,3,3,3,3,2,2,3,4,4,4,2,3,4,3,2,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,8,88.085,86.47833,82.8
7967,100,1280,1,3,4,3,5,4,5,4,4,2,2,4,3,2,3,3,1,3,4,4,5,4,3,5,2,2,3,4,Off,Off,Off,Off,Off,On,Off,Off,0,0,0,1,0,0,0,1,12,92.6,100,95.52333
7968,100,1641,1,1,3,5,3,2,4,5,3,3,2,5,5,3,1,3,1,1,5,1,5,3,4,5,4,5,3,1,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,9,84.20333,79.88,77.24667
7969,100,1261,1,4,3,3,4,3,4,2,3,3,3,4,2,3,5,3,3,3,4,5,3,2,5,5,1,3,3,1,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,79.065,78.575,77.4675
7970,100,1607,1,1,5,4,5,4,1,5,5,2,4,4,2,4,2,3,3,2,2,5,5,4,4,2,4,1,5,4,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,64.388,82.874,84.438
7971,100,1040,1,4,5,1,5,2,3,5,5,3,3,3,5,1,4,4,1,1,4,5,5,2,4,1,2,3,5,3,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,77.305,63.43833,68.41333
7972,84,77781,0,1,4,3,3,4,4,4,4,4,3,4,3,3,2,4,2,NA,NA,NA,NA,5,3,2,5,3,3,5,Off,Off,Off,Off,Off,Off,Off,On,0,0,0,1,0,0,0,0,9,77.04,75.622,74.836
7973,100,1028,1,4,3,4,4,2,4,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,72.82,69.022,70.018
7974,100,1351,1,3,4,4,4,3,4,4,3,2,3,3,4,2,4,3,3,5,5,4,4,4,3,3,4,2,4,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,12,83.76333,87.00333,80.86667
7975,100,746,1,4,5,4,5,3,3,5,5,4,3,4,2,3,5,3,3,3,3,5,5,4,2,3,5,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,78.742,73.35,77.522
7976,100,1017,1,2,2,4,4,4,3,4,4,1,3,3,2,4,3,4,3,4,4,4,4,4,2,2,4,3,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,78.88333,74.03,75.955
7977,5,415,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,0,8,85.4625,81.505,71.9775
7978,100,2205,1,2,2,2,4,3,2,4,2,1,1,2,3,2,2,4,3,3,4,4,4,4,2,4,3,2,3,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,10,68.93167,60.69333,71.39833
7979,39,1105,0,3,2,1,2,3,4,3,3,3,3,3,4,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,0,11,82.98,80.5525,80.59
7980,100,918,1,3,5,5,5,5,4,3,5,3,4,3,3,4,5,4,4,3,3,3,6,5,3,3,3,3,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,11,90.16167,82.32167,87.09429
7981,100,953,1,3,4,1,3,4,5,4,4,2,3,4,3,3,2,2,2,4,5,2,2,2,4,4,3,2,3,2,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,12,94.85,93.056,90.654
7982,100,1440,1,5,5,4,5,3,3,5,4,4,2,1,4,3,5,3,5,3,2,3,4,3,4,2,3,3,4,3,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,85.89333,78.27,85.11833
7983,100,766,1,4,4,3,4,4,5,3,3,4,4,3,4,2,4,3,3,4,4,3,1,3,2,1,4,1,2,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,98.32,99.154,98.138
7984,100,582,1,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,6,5,5,5,5,2,3,5,3,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,71.338,80.926,64.408
7985,100,895,1,5,4,4,5,3,4,4,4,3,2,4,3,3,4,2,5,2,2,6,6,4,2,1,3,4,3,2,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,8,87.35,89.7325,91.645
7986,100,1147,1,3,5,3,4,3,5,4,5,3,2,3,5,3,5,3,2,4,4,4,4,3,4,4,3,3,1,2,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,10,86.74167,91.29333,92.585
7987,100,956,1,2,4,3,3,2,4,4,2,2,3,1,4,2,2,2,2,2,2,5,5,3,4,3,3,2,2,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,9,86.9,86.42286,85.12429
7988,1,70067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,0,9,66.715,70.044,67.574
7989,100,1047,1,5,5,4,5,4,4,4,5,4,3,3,5,3,4,4,4,2,2,5,5,5,2,3,5,1,4,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,12,81.46,79.67667,88.265
7990,100,769,1,5,4,3,5,1,1,2,1,1,2,1,2,1,4,2,3,4,6,5,4,4,4,4,4,2,1,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,81.055,80.625,81.11833
7991,100,903,1,1,3,3,3,3,3,3,4,1,1,2,3,2,3,1,3,2,4,5,4,4,3,5,4,4,5,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,11,90.2225,89.9,92.125
7992,100,1058,1,4,4,3,5,4,3,5,5,3,4,3,1,3,4,1,3,2,2,5,6,4,2,3,4,4,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,8,73.19667,72.04333,76.99167
7993,100,960,1,1,3,2,4,3,3,4,5,2,3,3,2,3,5,4,4,1,4,4,4,3,4,4,3,2,1,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,87.784,83.982,84.018
7994,100,1086,1,3,5,5,4,5,5,5,5,3,3,3,3,3,4,4,2,2,2,5,5,5,2,4,5,3,2,5,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,88.588,86.928,88.616
7995,100,2073,1,3,5,4,3,5,4,4,4,2,3,3,5,3,4,2,2,2,2,4,4,3,4,4,3,3,3,2,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,1,10,92.364,92.858,93.814
7996,100,1007,1,2,4,2,5,3,3,3,3,1,2,3,2,2,4,2,4,2,4,5,3,5,3,1,5,3,4,4,Off,Off,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,1,8,81.828,84.706,86.426
7997,100,1055,1,5,4,1,1,1,1,5,5,3,3,5,1,1,1,5,1,2,2,4,4,2,3,1,1,3,2,3,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,9,80.82667,72.395,75.945
7998,100,1255,1,3,4,4,3,4,5,4,5,3,3,4,4,4,4,5,3,4,5,6,5,4,3,3,5,3,5,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,82.936,84.95,84.91
7999,100,842,1,5,3,3,5,1,5,3,5,5,3,5,3,1,3,5,3,3,3,5,5,3,2,5,1,2,3,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,12,85.22,85.07,88.15
8000,100,987,1,2,4,2,5,4,4,4,5,4,2,2,2,3,4,5,1,4,4,3,4,4,1,3,3,3,3,4,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,12,82.74,93.075,87.315
8001,100,1310,1,2,5,5,5,2,5,3,1,2,3,1,1,4,3,2,1,4,4,3,2,3,5,3,5,3,2,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,80.06,86.938,82.602
8002,53,2179,0,5,2,2,5,3,3,3,4,5,1,3,2,3,2,1,5,NA,NA,NA,NA,2,5,5,3,5,1,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,86.85,77.445,81.075
8003,100,349,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,NA,On,Off,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,74.306,70.444,71.432
8004,100,372,1,3,2,2,2,1,3,3,1,4,5,2,4,2,2,3,2,4,2,5,3,5,3,4,3,2,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,82.266,84.876,81.606
8005,100,906,1,5,5,3,5,3,2,5,4,4,5,4,2,1,5,1,4,3,2,5,4,2,4,4,2,4,4,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,83.524,85.312,81.72
8006,100,776,1,2,4,4,2,4,4,4,3,2,3,4,4,4,4,2,4,2,4,5,4,5,1,3,5,4,3,3,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,73.47833,70.36167,69.33667
8007,100,1007,1,2,5,3,4,4,4,4,4,2,2,4,2,3,4,5,4,3,4,6,5,3,4,3,3,4,2,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,0,0,1,1,0,11,82.044,78.724,81.29
8008,100,2187,1,1,5,4,5,3,4,4,3,3,3,4,5,3,5,5,4,3,3,4,4,3,3,3,3,3,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,11,96.935,96.875,94.5125
8009,100,1024,1,1,3,5,5,3,3,4,3,3,3,2,3,3,3,5,1,2,2,5,5,3,1,4,4,4,5,4,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,8,76.462,84.336,80.516
8010,100,1326,1,1,3,4,4,4,5,4,4,4,4,4,4,3,4,2,1,2,3,4,4,3,3,5,3,3,1,2,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,12,98.28667,98.94333,97.7
8011,100,1091,1,4,5,2,5,4,5,4,5,2,3,3,5,3,4,1,5,1,1,5,5,1,4,5,2,3,1,3,Off,Off,Off,Off,Off,On,Off,Off,0,0,0,1,0,0,0,1,12,95.5525,90.83,96.26
8012,81,71750,0,4,5,3,5,3,4,1,3,3,2,2,3,3,4,3,3,NA,NA,NA,NA,3,2,4,3,1,2,4,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,1,12,90.192,88.126,72.346
8013,100,928,1,3,4,3,5,3,4,4,3,3,4,4,4,3,4,3,3,2,3,5,5,4,2,4,4,2,3,4,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,91.13167,94.01833,95.66833
8014,100,796,1,5,5,4,4,4,4,4,5,4,2,5,3,4,4,4,3,2,4,5,5,3,4,4,3,3,3,4,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,12,78.615,80.19,77.02
8015,100,341,1,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,5,3,5,2,4,2,3,4,2,2,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,67.03333,65.24667,64.27
8016,100,550,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,0,NA,NA,NA,73.355
8017,100,861,1,5,5,2,5,4,2,4,5,2,2,2,4,1,5,2,2,1,2,4,5,5,1,3,5,3,5,3,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,11,64.894,75.764,72.606
8018,100,765,1,2,4,2,4,2,3,2,4,1,2,3,3,3,3,3,4,5,4,4,5,3,4,2,2,4,1,2,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,78.928,81.684,75.336
8019,100,1034,1,3,5,3,4,4,5,4,4,4,4,4,3,3,4,4,4,1,1,6,6,5,2,3,5,3,4,5,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,85.254,81.392,81.78
8020,100,1278,1,4,5,3,4,4,4,4,4,5,4,4,3,4,4,4,4,1,1,5,6,4,3,2,3,3,1,4,Off,Off,Off,Off,Off,Off,On,Off,0,0,0,1,0,0,0,0,9,87.55333,84.36167,84.295
8021,100,995,1,3,5,3,4,3,1,3,3,2,1,3,3,2,5,5,4,3,3,4,4,3,4,4,3,3,3,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,8,59.8775,63.7675,65.455
8022,100,582,1,1,5,3,5,2,4,4,5,1,3,4,1,2,3,2,5,3,3,5,5,5,2,5,4,2,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,11,70.04,77.44333,71.48167
8023,100,1014,1,5,4,2,5,2,1,2,3,1,2,3,4,2,2,3,4,3,2,5,5,1,4,4,2,5,3,1,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,86.63,92.632,83.52833
8024,100,712,1,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,3,1,1,6,6,1,5,4,1,4,5,1,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,10,89.27143,83.59286,88.72
8025,100,1487,1,3,5,2,1,4,1,1,1,2,2,4,4,2,3,2,2,4,4,5,5,3,3,1,4,3,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,70.964,65.754,68.846
8026,100,2292,1,4,3,4,4,1,1,1,3,1,1,2,3,4,2,4,1,3,4,5,4,4,2,3,5,2,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,81.2725,82.8775,72.62
8027,100,1393,1,2,3,4,2,3,3,3,4,1,1,2,3,3,4,3,3,2,2,4,5,4,3,3,4,3,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,77.16,78.72,76.0575
8028,10,1988,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,1,11,67.16667,87.58833,67.28833
8029,100,1507,1,4,5,2,3,4,4,5,5,4,2,5,5,3,3,3,4,2,1,5,6,3,4,1,4,3,2,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,10,85.096,86.784,88.13
8030,81,29249,0,3,5,4,5,4,5,4,5,3,3,4,4,3,3,3,2,NA,NA,NA,NA,4,2,4,2,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,12,99.41,96.62,86.05
8031,100,1334,1,3,5,3,3,2,4,5,4,4,5,5,1,1,4,2,3,5,5,5,5,5,2,2,5,3,5,5,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,74.21667,62.66667,55.39667
8032,100,655,1,NA,5,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Off,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,79.905,68.045,60.815
8033,100,750,1,3,4,3,5,5,2,3,4,2,3,2,3,3,4,1,4,3,5,6,6,5,2,2,4,3,5,5,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,73.9775,75.152,77.38
8034,100,1212,1,3,5,3,3,2,4,3,4,4,2,3,5,3,3,5,3,2,6,4,4,3,4,5,4,5,3,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,67.7075,67.5375,71.0525
8035,100,990,1,3,5,4,3,3,3,3,4,2,2,5,5,3,3,2,5,3,4,4,4,3,3,4,4,3,3,3,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,70.4225,75.5375,82.925
8036,100,604,1,3,3,3,5,3,3,2,3,3,2,3,3,4,3,3,3,4,5,3,1,4,3,3,3,4,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,12,97.428,99,96.7
8037,100,736,1,1,5,4,1,1,5,1,5,1,5,3,3,1,3,3,1,2,5,5,5,3,5,5,3,5,2,2,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,90.415,85.675,82.3875
8038,100,761,1,1,4,3,4,2,2,4,3,2,1,2,2,2,4,2,3,4,4,4,3,2,3,4,3,3,4,2,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,53.5325,53.3225,72.635
8039,100,451,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,Off,On,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,11,93.28333,NA,82.996
8040,100,1258,1,2,4,4,5,3,3,4,4,3,4,4,4,3,4,3,3,2,3,5,4,5,2,3,5,2,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,73.744,68.174,75.794
8041,100,1040,1,5,5,4,5,3,3,4,5,4,4,5,3,2,4,4,5,4,6,4,6,2,4,3,2,4,1,3,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,89.53333,86.72,89.43167
8042,100,1056,1,2,4,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,77.206,70.86,64.132
8043,100,981,1,4,4,3,4,4,2,3,3,1,2,3,4,2,3,3,3,3,4,4,3,4,3,3,2,1,2,NA,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,11,85.575,80.82,68.42
8044,100,816,1,2,5,1,3,2,4,5,5,3,4,3,5,1,5,2,2,1,1,6,6,4,1,1,4,1,5,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,76.862,82.32,82.212
8045,100,738,1,3,4,3,4,3,3,4,4,4,3,3,3,3,3,4,4,2,5,5,5,3,3,3,3,3,2,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,1,0,0,0,0,0,11,87.1575,86.9675,84.135
8046,100,853,1,1,5,4,5,3,5,3,4,4,4,3,4,3,4,4,4,2,4,6,5,4,2,3,5,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,8,92.186,86.9,86.292
8047,100,1334,1,1,4,4,1,1,2,2,4,2,4,4,4,2,2,2,2,5,6,3,2,3,2,3,3,3,2,2,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,74.56833,78.20167,76.4
8048,96,781,0,4,4,3,4,3,4,4,4,2,2,3,2,3,3,4,2,3,4,4,3,4,3,4,4,4,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,96.99333,97.76333,96.77333
8049,100,1102,1,2,5,1,1,2,4,4,1,4,4,5,5,3,2,2,1,6,5,4,2,3,3,5,2,2,1,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,11,94.65,91.68,89.96
